k,alpha,isoId,classification
6,0.980,PH-011,Cow
7,0.980,PH-011,Cow
8,0.980,PH-011,Cow
1,0.990,PH-011,Cow
2,0.990,PH-011,null
3,0.990,PH-011,Cow
4,0.990,PH-011,Cow
5,0.990,PH-011,Cow
6,0.990,PH-011,Cow
7,0.990,PH-011,Cow
8,0.990,PH-011,Cow
1,0.000,PH-031,null
2,0.000,PH-031,Cow
3,0.000,PH-031,Cow
4,0.000,PH-031,Cow
5,0.000,PH-031,Cow
6,0.000,PH-031,Cow
7,0.000,PH-031,Cow
8,0.000,PH-031,Cow
1,0.500,PH-031,null
2,0.500,PH-031,Cow
3,0.500,PH-031,Cow
4,0.500,PH-031,Cow
5,0.500,PH-031,Cow
6,0.500,PH-031,Cow
7,0.500,PH-031,Cow
8,0.500,PH-031,Cow
1,0.900,PH-031,null
2,0.900,PH-031,Cow
3,0.900,PH-031,Cow
4,0.900,PH-031,Cow
5,0.900,PH-031,Cow
6,0.900,PH-031,Cow
7,0.900,PH-031,Cow
8,0.900,PH-031,Cow
1,0.950,PH-031,null
2,0.950,PH-031,Cow
3,0.950,PH-031,Cow
4,0.950,PH-031,Cow
5,0.950,PH-031,Cow
6,0.950,PH-031,Cow
7,0.950,PH-031,Cow
8,0.950,PH-031,Cow
1,0.980,PH-031,null
2,0.980,PH-031,Cow
3,0.980,PH-031,Cow
4,0.980,PH-031,Cow
5,0.980,PH-031,Cow
6,0.980,PH-031,Cow
7,0.980,PH-031,Cow
8,0.980,PH-031,Cow
1,0.990,PH-031,Cow
2,0.990,PH-031,null
3,0.990,PH-031,Cow
4,0.990,PH-031,Cow
5,0.990,PH-031,Cow
6,0.990,PH-031,Cow
7,0.990,PH-031,Cow
8,0.990,PH-031,Cow
1,0.000,PH-030,null
2,0.000,PH-030,Cow
3,0.000,PH-030,Cow
4,0.000,PH-030,Cow
5,0.000,PH-030,Pigeon
6,0.000,PH-030,Cow
7,0.000,PH-030,Cow
8,0.000,PH-030,Cow
1,0.500,PH-030,null
2,0.500,PH-030,Cow
3,0.500,PH-030,Cow
4,0.500,PH-030,Cow
5,0.500,PH-030,Pigeon
6,0.500,PH-030,Cow
7,0.500,PH-030,Cow
8,0.500,PH-030,Cow
1,0.900,PH-030,null
2,0.900,PH-030,Cow
3,0.900,PH-030,Cow
4,0.900,PH-030,Cow
5,0.900,PH-030,Pigeon
6,0.900,PH-030,Cow
7,0.900,PH-030,Cow
8,0.900,PH-030,Cow
1,0.950,PH-030,null
2,0.950,PH-030,Cow
3,0.950,PH-030,Cow
4,0.950,PH-030,Cow
5,0.950,PH-030,Pigeon
6,0.950,PH-030,Cow
7,0.950,PH-030,Cow
8,0.950,PH-030,Cow
1,0.980,PH-030,null
2,0.980,PH-030,Cow
3,0.980,PH-030,Cow
4,0.980,PH-030,Cow
5,0.980,PH-030,Pigeon
6,0.980,PH-030,Cow
7,0.980,PH-030,Cow
8,0.980,PH-030,Cow
1,0.990,PH-030,Cow
2,0.990,PH-030,null
3,0.990,PH-030,Human
4,0.990,PH-030,Human
5,0.990,PH-030,Human
6,0.990,PH-030,Human
7,0.990,PH-030,Human
8,0.990,PH-030,Human
1,0.000,PH-2,null
2,0.000,PH-2,Human UTI
3,0.000,PH-2,Human UTI
4,0.000,PH-2,Human UTI
5,0.000,PH-2,Human UTI
6,0.000,PH-2,Human UTI
7,0.000,PH-2,Human UTI
8,0.000,PH-2,Human UTI
1,0.500,PH-2,null
2,0.500,PH-2,Human UTI
3,0.500,PH-2,Human UTI
4,0.500,PH-2,Human UTI
5,0.500,PH-2,Human UTI
6,0.500,PH-2,Human UTI
7,0.500,PH-2,Human UTI
8,0.500,PH-2,Human UTI
1,0.900,PH-2,null
2,0.900,PH-2,Human UTI
3,0.900,PH-2,Human UTI
4,0.900,PH-2,Human UTI
5,0.900,PH-2,Human UTI
6,0.900,PH-2,Human UTI
7,0.900,PH-2,Human UTI
8,0.900,PH-2,Human UTI
1,0.950,PH-2,null
2,0.950,PH-2,Human UTI
3,0.950,PH-2,Human UTI
4,0.950,PH-2,Human UTI
5,0.950,PH-2,Human UTI
6,0.950,PH-2,Human UTI
7,0.950,PH-2,Human UTI
8,0.950,PH-2,Human UTI
1,0.980,PH-2,null
2,0.980,PH-2,Human UTI
3,0.980,PH-2,Human UTI
4,0.980,PH-2,Human UTI
5,0.980,PH-2,Human UTI
6,0.980,PH-2,Human UTI
7,0.980,PH-2,Human UTI
8,0.980,PH-2,Human UTI
1,0.990,PH-2,null
2,0.990,PH-2,Human UTI
3,0.990,PH-2,Human UTI
4,0.990,PH-2,Human UTI
5,0.990,PH-2,Human UTI
6,0.990,PH-2,Human UTI
7,0.990,PH-2,Human UTI
8,0.990,PH-2,Human UTI
1,0.000,PH-1,null
2,0.000,PH-1,Human UTI
3,0.000,PH-1,Human UTI
4,0.000,PH-1,Cow
5,0.000,PH-1,Cow
6,0.000,PH-1,Cow
7,0.000,PH-1,Cow
8,0.000,PH-1,Cow
1,0.500,PH-1,null
2,0.500,PH-1,Human UTI
3,0.500,PH-1,Human UTI
4,0.500,PH-1,Cow
5,0.500,PH-1,Cow
6,0.500,PH-1,Cow
7,0.500,PH-1,Cow
8,0.500,PH-1,Cow
1,0.900,PH-1,null
2,0.900,PH-1,Human UTI
3,0.900,PH-1,Human UTI
4,0.900,PH-1,Cow
5,0.900,PH-1,Cow
6,0.900,PH-1,Cow
7,0.900,PH-1,Cow
8,0.900,PH-1,Cow
1,0.950,PH-1,null
2,0.950,PH-1,Human UTI
3,0.950,PH-1,Human UTI
4,0.950,PH-1,Cow
5,0.950,PH-1,Cow
6,0.950,PH-1,Cow
7,0.950,PH-1,Cow
8,0.950,PH-1,Cow
1,0.980,PH-1,null
2,0.980,PH-1,Human UTI
3,0.980,PH-1,Human UTI
4,0.980,PH-1,Cow
5,0.980,PH-1,Cow
6,0.980,PH-1,Cow
7,0.980,PH-1,Cow
8,0.980,PH-1,Cow
1,0.990,PH-1,Human UTI
2,0.990,PH-1,Human UTI
3,0.990,PH-1,Human UTI
4,0.990,PH-1,Human UTI
5,0.990,PH-1,Human UTI
6,0.990,PH-1,Cow
7,0.990,PH-1,Human UTI
8,0.990,PH-1,Cow
1,0.000,PH-4,null
2,0.000,PH-4,Pigeon
3,0.000,PH-4,Pigeon
4,0.000,PH-4,Pigeon
5,0.000,PH-4,Pigeon
6,0.000,PH-4,Pigeon
7,0.000,PH-4,Cow
8,0.000,PH-4,Cow
1,0.500,PH-4,null
2,0.500,PH-4,Pigeon
3,0.500,PH-4,Pigeon
4,0.500,PH-4,Pigeon
5,0.500,PH-4,Pigeon
6,0.500,PH-4,Pigeon
7,0.500,PH-4,Cow
8,0.500,PH-4,Cow
1,0.900,PH-4,null
2,0.900,PH-4,Pigeon
3,0.900,PH-4,Pigeon
4,0.900,PH-4,Pigeon
5,0.900,PH-4,Pigeon
6,0.900,PH-4,Pigeon
7,0.900,PH-4,Cow
8,0.900,PH-4,Cow
1,0.950,PH-4,null
2,0.950,PH-4,Pigeon
3,0.950,PH-4,Pigeon
4,0.950,PH-4,Pigeon
5,0.950,PH-4,Pigeon
6,0.950,PH-4,Pigeon
7,0.950,PH-4,Cow
8,0.950,PH-4,Cow
1,0.980,PH-4,Pigeon
2,0.980,PH-4,Pigeon
3,0.980,PH-4,Pigeon
4,0.980,PH-4,Pigeon
5,0.980,PH-4,Pigeon
6,0.980,PH-4,Pigeon
7,0.980,PH-4,Pigeon
8,0.980,PH-4,Pigeon
1,0.990,PH-4,Pigeon
2,0.990,PH-4,Pigeon
3,0.990,PH-4,Pigeon
4,0.990,PH-4,Pigeon
5,0.990,PH-4,Pigeon
6,0.990,PH-4,Pigeon
7,0.990,PH-4,Pigeon
8,0.990,PH-4,Pigeon
1,0.000,PH-3,null
2,0.000,PH-3,Pigeon
3,0.000,PH-3,Pigeon
4,0.000,PH-3,Pigeon
5,0.000,PH-3,Pigeon
6,0.000,PH-3,Cow
7,0.000,PH-3,Cow
8,0.000,PH-3,Cow
1,0.500,PH-3,null
2,0.500,PH-3,Pigeon
3,0.500,PH-3,Pigeon
4,0.500,PH-3,Pigeon
5,0.500,PH-3,Pigeon
6,0.500,PH-3,Cow
7,0.500,PH-3,Cow
8,0.500,PH-3,Cow
1,0.900,PH-3,null
2,0.900,PH-3,Pigeon
3,0.900,PH-3,Pigeon
4,0.900,PH-3,Pigeon
5,0.900,PH-3,Pigeon
6,0.900,PH-3,Cow
7,0.900,PH-3,Cow
8,0.900,PH-3,Cow
1,0.950,PH-3,null
2,0.950,PH-3,Pigeon
3,0.950,PH-3,Pigeon
4,0.950,PH-3,Pigeon
5,0.950,PH-3,Pigeon
6,0.950,PH-3,Cow
7,0.950,PH-3,Cow
8,0.950,PH-3,Cow
1,0.980,PH-3,null
2,0.980,PH-3,Pigeon
3,0.980,PH-3,Pigeon
4,0.980,PH-3,Pigeon
5,0.980,PH-3,Pigeon
6,0.980,PH-3,Cow
7,0.980,PH-3,Cow
8,0.980,PH-3,Cow
1,0.990,PH-3,null
2,0.990,PH-3,Pigeon
3,0.990,PH-3,Pigeon
4,0.990,PH-3,Pigeon
5,0.990,PH-3,Pigeon
6,0.990,PH-3,Pigeon
7,0.990,PH-3,Pigeon
8,0.990,PH-3,Cow
